Time,Computation Time,Objective Values,Pressure Values,Travel Time w Buffer,Travel Time wo Buffer,Throughput,Vehicle Speed,Waiting Vehicles Per Intersection,Waiting Vehicles Per Lane,Waiting Vehicles Per Lane Max,Waiting Time Per Vehicle,Waiting Time Per Vehicle Max,Number of Stops,Number of Vehicles Entered the Network,Phase Change Frequency
740,0.01767420768737793,0.0,0.0,,,0.6499999999999999,6.14447446665706,24.0,1.5483870967741935,16.0,750.25,,,,
760,0.019926071166992188,0.0,0.0,,,0.6750000000000002,5.816050048444162,24.5,1.5806451612903225,16.333333333333332,750.25,,,,
780,0.02599501609802246,0.0,0.0,,,0.6750000000000002,6.123035398720067,24.0,1.5483870967741935,16.0,750.25,,,,
800,0.021126985549926758,0.0,0.0,,,0.6499999999999999,6.14447446665706,24.0,1.5483870967741935,16.0,750.25,,,,
820,0.027323007583618164,0.0,0.0,,,0.6750000000000002,5.816050048444162,24.5,1.5806451612903225,16.333333333333332,750.25,,,,
840,0.021178245544433594,0.0,0.0,,,0.6750000000000002,6.125337966779571,24.0,1.5483870967741935,16.0,750.25,,,,
860,0.02232813835144043,0.0,0.0,,,0.6499999999999999,6.14447446665706,24.0,1.5483870967741935,16.0,750.25,,,,
880,0.022010087966918945,0.0,0.0,,,0.6750000000000002,5.816050048444162,24.5,1.5806451612903225,16.333333333333332,750.25,,,,
900,0.01953577995300293,0.0,0.0,,,0.6750000000000002,6.132533107515055,24.0,1.5483870967741935,16.0,750.25,,,,
920,0.01864910125732422,0.0,0.0,,,0.6499999999999999,6.14447446665706,24.0,1.5483870967741935,16.0,750.25,,,,
940,0.02798008918762207,0.0,0.0,,,0.6750000000000002,5.816050048444162,24.5,1.5806451612903225,16.333333333333332,750.25,,,,
960,0.02127814292907715,0.0,0.0,,,0.6750000000000002,6.127653943266197,24.0,1.5483870967741935,16.0,750.25,,,,
980,0.02782297134399414,0.0,0.0,,,0.6499999999999999,6.14447446665706,24.0,1.5483870967741935,16.0,750.25,,,,
