Time,Computation Time,Objective Values,Pressure Values,Travel Time w Buffer,Travel Time wo Buffer,Throughput,Vehicle Speed,Waiting Vehicles Per Intersection,Waiting Vehicles Per Lane,Waiting Vehicles Per Lane Max,Waiting Time Per Vehicle,Waiting Time Per Vehicle Max,Number of Stops,Number of Vehicles Entered the Network,Phase Change Frequency
0,0.024531126022338867,0.0,0.0,1100.087619047619,195.40821256038646,0.0,6.114029811839208,24.0,1.5483870967741935,16.0,750.25,1.0,750.25,2454.0,0.02
20,0.016656160354614258,0.0,0.0,,,0.0,6.14447446665706,24.0,1.5483870967741935,16.0,750.25,,,,
40,0.0169677734375,0.0,0.0,,,0.6750000000000002,5.816050048444162,24.5,1.5806451612903225,16.333333333333332,750.25,,,,
60,0.017482995986938477,0.0,0.0,,,0.6750000000000002,6.126372349385082,24.0,1.5483870967741935,16.0,750.25,,,,
80,0.018186092376708984,0.0,0.0,,,0.6499999999999999,6.14447446665706,24.0,1.5483870967741935,16.0,750.25,,,,
100,0.01629495620727539,0.0,0.0,,,0.6750000000000002,5.816050048444162,24.5,1.5806451612903225,16.333333333333332,750.25,,,,
120,0.017696142196655273,0.0,0.0,,,0.6750000000000002,6.120286140099159,24.0,1.5483870967741935,16.0,750.25,,,,
140,0.01653885841369629,0.0,0.0,,,0.6499999999999999,6.14447446665706,24.0,1.5483870967741935,16.0,750.25,,,,
160,0.01724100112915039,0.0,0.0,,,0.6750000000000002,5.816050048444162,24.5,1.5806451612903225,16.333333333333332,750.25,,,,
180,0.016376018524169922,0.0,0.0,,,0.6750000000000002,6.110490946139946,24.0,1.5483870967741935,16.0,750.25,,,,
200,0.01625514030456543,0.0,0.0,,,0.6499999999999999,6.14447446665706,24.0,1.5483870967741935,16.0,750.25,,,,
220,0.016930818557739258,0.0,0.0,,,0.6750000000000002,5.816050048444162,24.5,1.5806451612903225,16.333333333333332,750.25,,,,
240,0.018475055694580078,0.0,0.0,,,0.6750000000000002,6.131251513633939,24.0,1.5483870967741935,16.0,750.25,,,,
260,0.019798994064331055,0.0,0.0,,,0.6499999999999999,6.14447446665706,24.0,1.5483870967741935,16.0,750.25,,,,
280,0.01735091209411621,0.0,0.0,,,0.6750000000000002,5.816050048444162,24.5,1.5806451612903225,16.333333333333332,750.25,,,,
300,0.01843094825744629,0.0,0.0,,,0.6750000000000002,6.123883710466901,24.0,1.5483870967741935,16.0,750.25,,,,
320,0.0159149169921875,0.0,0.0,,,0.6499999999999999,6.14447446665706,24.0,1.5483870967741935,16.0,750.25,,,,
340,0.04305887222290039,0.0,0.0,,,0.6750000000000002,5.816050048444162,24.5,1.5806451612903225,16.333333333333332,750.25,,,,
360,0.02430105209350586,0.0,0.0,,,0.6750000000000002,6.119419455691249,24.0,1.5483870967741935,16.0,750.25,,,,
380,0.03923296928405762,0.0,0.0,,,0.6499999999999999,6.14447446665706,24.0,1.5483870967741935,16.0,750.25,,,,
400,0.022322893142700195,0.0,0.0,,,0.6750000000000002,5.816050048444162,24.5,1.5806451612903225,16.333333333333332,750.25,,,,
420,0.021771669387817383,0.0,0.0,,,0.6750000000000002,6.109921746896261,24.0,1.5483870967741935,16.0,750.25,,,,
440,0.017188072204589844,0.0,0.0,,,0.6499999999999999,6.14447446665706,24.0,1.5483870967741935,16.0,750.25,,,,
460,0.018157005310058594,0.0,0.0,,,0.6750000000000002,5.816050048444162,24.5,1.5806451612903225,16.333333333333332,750.25,,,,
480,0.016508817672729492,0.0,0.0,,,0.6750000000000002,6.106584916370592,24.0,1.5483870967741935,16.0,750.25,,,,
500,0.020923852920532227,0.0,0.0,,,0.6499999999999999,6.14447446665706,24.0,1.5483870967741935,16.0,750.25,,,,
520,0.01903986930847168,0.0,0.0,,,0.6750000000000002,5.816050048444162,24.5,1.5806451612903225,16.333333333333332,750.25,,,,
540,0.018696069717407227,0.0,0.0,,,0.6750000000000002,6.132533107515055,24.0,1.5483870967741935,16.0,750.25,,,,
560,0.02256488800048828,0.0,0.0,,,0.6499999999999999,6.14447446665706,24.0,1.5483870967741935,16.0,750.25,,,,
580,0.028736591339111328,0.0,0.0,,,0.6750000000000002,5.816050048444162,24.5,1.5806451612903225,16.333333333333332,750.25,,,,
600,0.023631811141967773,0.0,0.0,,,0.6750000000000002,6.11866176481246,24.0,1.5483870967741935,16.0,750.25,,,,
620,0.02392292022705078,0.0,0.0,,,0.6499999999999999,6.14447446665706,24.0,1.5483870967741935,16.0,750.25,,,,
640,0.021854877471923828,0.0,0.0,,,0.6750000000000002,5.816050048444162,24.5,1.5806451612903225,16.333333333333332,750.25,,,,
660,0.02319169044494629,0.0,0.0,,,0.6750000000000002,6.11866176481246,24.0,1.5483870967741935,16.0,750.25,,,,
680,0.02399587631225586,0.0,0.0,,,0.6499999999999999,6.14447446665706,24.0,1.5483870967741935,16.0,750.25,,,,
700,0.020955801010131836,0.0,0.0,,,0.6750000000000002,5.816050048444162,24.5,1.5806451612903225,16.333333333333332,750.25,,,,
720,0.02002406120300293,0.0,0.0,,,0.6750000000000002,6.118571143944415,24.0,1.5483870967741935,16.0,750.25,,,,
