Time,Computation Time,Objective Values,Pressure Values,Travel Time w Buffer,Travel Time wo Buffer,Throughput,Vehicle Speed,Waiting Vehicles Per Intersection,Waiting Vehicles Per Lane,Waiting Vehicles Per Lane Max,Waiting Time Per Vehicle,Waiting Time Per Vehicle Max,Number of Stops,Number of Vehicles Entered the Network,Phase Change Frequency
0,0.019078969955444336,101.1111111111111,101.1111111111111,694.1210368466152,222.00920634920635,0.0,4.6483129879647835,33.833333333333336,2.182795698924731,17.88888888888889,128.8139381985536,1.0,128.8139381985536,3114.0,1.0
20,0.01512289047241211,99.99999999999999,99.99999999999999,,,0.0,5.039233244000439,32.0,2.064516129032258,18.22222222222222,128.8139381985536,,,,
40,0.019664287567138672,100.69444444444444,100.69444444444444,,,0.7000000000000001,4.639337260177182,34.0,2.193548387096774,17.88888888888889,128.8139381985536,,,,
60,0.016025066375732422,100.27777777777776,100.27777777777776,,,0.7000000000000001,5.017096115649571,31.833333333333332,2.053763440860215,18.11111111111111,128.8139381985536,,,,
80,0.015175342559814453,100.83333333333333,100.83333333333333,,,0.7000000000000001,4.632045864236974,34.0,2.193548387096774,18.0,128.8139381985536,,,,
100,0.015506982803344727,99.72222222222221,99.72222222222221,,,0.7000000000000001,5.018158256420507,32.0,2.064516129032258,18.22222222222222,128.8139381985536,,,,
120,0.015129804611206055,100.83333333333333,100.83333333333333,,,0.7000000000000001,4.635792310270729,33.833333333333336,2.182795698924731,17.88888888888889,128.8139381985536,,,,
140,0.01543116569519043,100.27777777777776,100.27777777777776,,,0.7000000000000001,5.051783157863575,31.5,2.032258064516129,17.88888888888889,128.8139381985536,,,,
160,0.014695882797241211,101.1111111111111,101.1111111111111,,,0.7000000000000001,4.618914002700171,33.833333333333336,2.182795698924731,17.88888888888889,128.8139381985536,,,,
180,0.017695188522338867,99.99999999999999,99.99999999999999,,,0.7000000000000001,4.986853492800999,32.333333333333336,2.086021505376344,18.444444444444443,128.8139381985536,,,,
200,0.01582169532775879,100.69444444444444,100.69444444444444,,,0.7000000000000001,4.639266815525383,34.0,2.193548387096774,17.88888888888889,128.8139381985536,,,,
220,0.01665782928466797,100.27777777777776,100.27777777777776,,,0.7000000000000001,5.008475922478418,32.0,2.064516129032258,18.22222222222222,128.8139381985536,,,,
240,0.01642584800720215,100.97222222222221,100.97222222222221,,,0.7000000000000001,4.63942668604805,33.5,2.161290322580645,17.666666666666668,128.8139381985536,,,,
260,0.01619100570678711,99.72222222222221,99.72222222222221,,,0.7000000000000001,4.9889644772403585,32.0,2.064516129032258,18.22222222222222,128.8139381985536,,,,
280,0.014862060546875,100.83333333333333,100.83333333333333,,,0.7000000000000001,4.665539901453121,33.833333333333336,2.182795698924731,17.88888888888889,128.8139381985536,,,,
300,0.015347957611083984,100.27777777777776,100.27777777777776,,,0.7000000000000001,5.016506913036943,32.0,2.064516129032258,18.22222222222222,128.8139381985536,,,,
320,0.015357017517089844,101.1111111111111,101.1111111111111,,,0.7000000000000001,4.61523229783147,33.833333333333336,2.182795698924731,17.88888888888889,128.8139381985536,,,,
340,0.015917062759399414,99.99999999999999,99.99999999999999,,,0.7000000000000001,4.991668704619182,32.333333333333336,2.086021505376344,18.444444444444443,128.8139381985536,,,,
360,0.015795230865478516,100.69444444444444,100.69444444444444,,,0.7000000000000001,4.650107886982041,34.0,2.193548387096774,17.88888888888889,128.8139381985536,,,,
380,0.016434192657470703,100.27777777777776,100.27777777777776,,,0.7000000000000001,5.010056584660016,32.0,2.064516129032258,18.22222222222222,128.8139381985536,,,,
400,0.01577591896057129,101.1111111111111,101.1111111111111,,,0.7000000000000001,4.642646954276931,34.0,2.193548387096774,18.0,128.8139381985536,,,,
420,0.016623973846435547,99.72222222222221,99.72222222222221,,,0.7000000000000001,5.014668704507026,32.0,2.064516129032258,18.22222222222222,128.8139381985536,,,,
440,0.015821218490600586,100.69444444444444,100.69444444444444,,,0.7000000000000001,4.635694212856833,33.833333333333336,2.182795698924731,17.88888888888889,128.8139381985536,,,,
460,0.016644954681396484,100.27777777777776,100.27777777777776,,,0.7000000000000001,5.0453622217984195,31.5,2.032258064516129,17.88888888888889,128.8139381985536,,,,
480,0.017441987991333008,101.1111111111111,101.1111111111111,,,0.7000000000000001,4.6256043016205375,33.833333333333336,2.182795698924731,17.88888888888889,128.8139381985536,,,,
500,0.016250133514404297,99.99999999999999,99.99999999999999,,,0.7000000000000001,4.991056021564598,32.333333333333336,2.086021505376344,18.444444444444443,128.8139381985536,,,,
520,0.01439809799194336,100.83333333333333,100.83333333333333,,,0.7000000000000001,4.666463029166568,34.0,2.193548387096774,17.88888888888889,128.8139381985536,,,,
540,0.01704096794128418,100.27777777777776,100.27777777777776,,,0.7000000000000001,5.0386139770445375,32.0,2.064516129032258,18.22222222222222,128.8139381985536,,,,
560,0.015938758850097656,101.1111111111111,101.1111111111111,,,0.7000000000000001,4.656410535500202,33.666666666666664,2.172043010752688,17.77777777777778,128.8139381985536,,,,
580,0.015810012817382812,99.72222222222221,99.72222222222221,,,0.7000000000000001,4.971094795250477,32.0,2.064516129032258,18.22222222222222,128.8139381985536,,,,
600,0.015884876251220703,100.83333333333333,100.83333333333333,,,0.7000000000000001,4.651926077419089,33.833333333333336,2.182795698924731,17.88888888888889,128.8139381985536,,,,
620,0.017170190811157227,100.27777777777776,100.27777777777776,,,0.7000000000000001,5.024497781835124,32.0,2.064516129032258,18.22222222222222,128.8139381985536,,,,
640,0.015392065048217773,101.1111111111111,101.1111111111111,,,0.7000000000000001,4.621544219530256,34.166666666666664,2.204301075268817,18.11111111111111,128.8139381985536,,,,
660,0.015059232711791992,99.99999999999999,99.99999999999999,,,0.7000000000000001,5.001857310284904,32.333333333333336,2.086021505376344,18.444444444444443,128.8139381985536,,,,
680,0.01553034782409668,100.83333333333333,100.83333333333333,,,0.7000000000000001,4.636237135370278,34.0,2.193548387096774,17.88888888888889,128.8139381985536,,,,
700,0.015299081802368164,100.27777777777776,100.27777777777776,,,0.7000000000000001,5.063311572570228,31.5,2.032258064516129,17.88888888888889,128.8139381985536,,,,
720,0.01566910743713379,101.1111111111111,101.1111111111111,,,0.7000000000000001,4.603728930874165,34.0,2.193548387096774,18.0,128.8139381985536,,,,
740,0.020220041275024414,99.72222222222221,99.72222222222221,,,0.7000000000000001,5.005812949070096,32.0,2.064516129032258,18.22222222222222,128.8139381985536,,,,
760,0.01781296730041504,100.83333333333333,100.83333333333333,,,0.7000000000000001,4.653977463936508,33.833333333333336,2.182795698924731,17.88888888888889,128.8139381985536,,,,
780,0.0141448974609375,100.27777777777776,100.27777777777776,,,0.7000000000000001,5.053577103629202,31.833333333333332,2.053763440860215,18.11111111111111,128.8139381985536,,,,
800,0.015869855880737305,101.1111111111111,101.1111111111111,,,0.7000000000000001,4.603659422700088,34.166666666666664,2.204301075268817,18.11111111111111,128.8139381985536,,,,
820,0.01758408546447754,99.99999999999999,99.99999999999999,,,0.7000000000000001,5.0269815115425125,32.0,2.064516129032258,18.22222222222222,128.8139381985536,,,,
840,0.015831708908081055,100.83333333333333,100.83333333333333,,,0.7000000000000001,4.62818223827816,34.166666666666664,2.204301075268817,18.0,128.8139381985536,,,,
860,0.016815185546875,100.27777777777776,100.27777777777776,,,0.7000000000000001,5.043267134169782,32.0,2.064516129032258,18.22222222222222,128.8139381985536,,,,
880,0.01655292510986328,101.1111111111111,101.1111111111111,,,0.7000000000000001,4.6457407393570165,33.833333333333336,2.182795698924731,17.88888888888889,128.8139381985536,,,,
900,0.014802932739257812,99.72222222222221,99.72222222222221,,,0.7000000000000001,4.982678988767377,32.0,2.064516129032258,18.22222222222222,128.8139381985536,,,,
920,0.015285968780517578,100.83333333333333,100.83333333333333,,,0.7000000000000001,4.629916281459434,33.833333333333336,2.182795698924731,17.88888888888889,128.8139381985536,,,,
940,0.016421794891357422,100.27777777777776,100.27777777777776,,,0.7000000000000001,5.037870773713533,32.0,2.064516129032258,18.22222222222222,128.8139381985536,,,,
960,0.015482902526855469,101.1111111111111,101.1111111111111,,,0.7000000000000001,4.637985186050182,33.833333333333336,2.182795698924731,17.88888888888889,128.8139381985536,,,,
980,0.014803886413574219,99.99999999999999,99.99999999999999,,,0.7000000000000001,5.001513801606267,32.333333333333336,2.086021505376344,18.444444444444443,128.8139381985536,,,,
